212.79999999999998,10,0.0005,0.4,1,0,1.5237979071608456e-12
212.79999999999998,20,0.0005,0.4,1,0,1.082994583705244e-12
212.79999999999998,30,0.0005,0.4,1,0,8.880909226905421e-13
212.79999999999998,40,0.0005,0.4,1,0,7.707314134814257e-13
212.79999999999998,50,0.0005,0.4,1,0,6.848332945858492e-13
212.79999999999998,60,0.0005,0.4,1,0,6.244038988443108e-13
212.79999999999998,70,0.0005,0.4,1,0,5.798537436116908e-13
212.79999999999998,80,0.0005,0.4,1,0,5.419715020501316e-13
212.79999999999998,90,0.0005,0.4,1,0,5.136805728392939e-13
212.79999999999998,100,0.0005,0.4,1,0,4.850012037369221e-13
212.79999999999998,10,0.0005,0.4,2,0,1.0818510491003236e-12
212.79999999999998,20,0.0005,0.4,2,0,7.71740651035473e-13
212.79999999999998,30,0.0005,0.4,2,0,6.361926521351179e-13
212.79999999999998,40,0.0005,0.4,2,0,5.5138428427508e-13
212.79999999999998,50,0.0005,0.4,2,0,4.945752106927314e-13
212.79999999999998,60,0.0005,0.4,2,0,4.503345773958591e-13
212.79999999999998,70,0.0005,0.4,2,0,4.1676297487724565e-13
212.79999999999998,80,0.0005,0.4,2,0,3.9054378533579086e-13
212.79999999999998,90,0.0005,0.4,2,0,3.663311825112226e-13
212.79999999999998,100,0.0005,0.4,2,0,3.523035154553851e-13
212.79999999999998,10,0.0005,0.5,2,0,8.16253517571772e-13
212.79999999999998,20,0.0005,0.5,2,0,5.795062653578843e-13
212.79999999999998,30,0.0005,0.5,2,0,4.692898360264259e-13
212.79999999999998,40,0.0005,0.5,2,0,4.078138064877538e-13
212.79999999999998,50,0.0005,0.5,2,0,3.6871205851847763e-13
212.79999999999998,60,0.0005,0.5,2,0,3.3446123331363016e-13
212.79999999999998,70,0.0005,0.5,2,0,3.1203779290041714e-13
212.79999999999998,80,0.0005,0.5,2,0,2.9053755035195045e-13
212.79999999999998,90,0.0005,0.5,2,0,2.71464434044058e-13
212.79999999999998,100,0.0005,0.5,2,0,2.5879589690236115e-13
212.79999999999998,10,0.0005,0.5,1,0,1.1176780981119549e-12
212.79999999999998,20,0.0005,0.5,1,0,7.890206092643166e-13
212.79999999999998,30,0.0005,0.5,1,0,6.494117450512936e-13
212.79999999999998,40,0.0005,0.5,1,0,5.622030478240706e-13
212.79999999999998,50,0.0005,0.5,1,0,5.090509251416299e-13
212.79999999999998,60,0.0005,0.5,1,0,4.639059035304243e-13
212.79999999999998,70,0.0005,0.5,1,0,4.26005258607529e-13
212.79999999999998,80,0.0005,0.5,1,0,4.014031869236335e-13
212.79999999999998,90,0.0005,0.5,1,0,3.76018892560747e-13
212.79999999999998,100,0.0005,0.5,1,0,3.600790912686049e-13
