192.5,10,-6.168266826682556e-14,1.8557485407050007e-13
192.5,15.0,-4.0323282328231386e-14,1.5272127717786306e-13
192.5,20,-3.0483298329831604e-14,1.3239550097322002e-13
192.5,25.0,-2.4630713071308024e-14,1.1868606343613805e-13
192.5,30,-2.1126362636260865e-14,1.0870446736543732e-13
192.5,40,-1.718646864686652e-14,9.436388828498972e-14
192.5,50,-1.0130513051304075e-14,8.443754163812798e-14
192.5,60,-1.1679667966794294e-14,7.697785595013953e-14
192.5,70,-8.061806180619523e-15,7.156854921054114e-14
192.5,80,-8.055555555555694e-15,6.728592258731935e-14
192.5,90,-6.3188818881883426e-15,6.245264312079376e-14
192.5,100,-5.732823282327212e-15,5.900725026891442e-14
