178.56,74.4,0.0005,0.4,1,0,6.419060226138559e-13
178.56,74.4,0.0005,0.4,2,0,4.59826991104199e-13
178.56,74.4,0.0005,0.5,1,0,4.748768269668228e-13
178.56,74.4,0.0005,0.5,2,0,3.366673431096845e-13
178.56,74.4,0.00025,0.4,1,0,6.881549754513692e-13
178.56,74.4,0.00025,0.4,2,0,5.062115804387849e-13
178.56,74.4,0.00025,0.5,1,0,5.110570855708284e-13
178.56,74.4,0.00025,0.5,2,0,3.7531225411519005e-13
212.79999999999998,60.8,0.0005,0.4,1,0,6.311385453641144e-13
212.79999999999998,60.8,0.0005,0.4,2,0,4.479186172913917e-13
212.79999999999998,60.8,0.0005,0.5,1,0,4.592376980918239e-13
212.79999999999998,60.8,0.0005,0.5,2,0,3.3086939731088696e-13
212.79999999999998,60.8,0.00025,0.4,1,0,6.681788371065353e-13
212.79999999999998,60.8,0.00025,0.4,2,0,4.935788740462663e-13
212.79999999999998,60.8,0.00025,0.5,1,0,4.960073471506772e-13
212.79999999999998,60.8,0.00025,0.5,2,0,3.689989711862963e-13
