2,0.5,2,3.1783998660052194e-13
3,0.5,2,2.7122809816296223e-13
4,0.5,2,2.3455312733307653e-13
5,0.5,2,2.0467482258871127e-13
8,0.5,2,1.607401094646218e-13
10,0.5,2,1.4732977968986945e-13
15,0.5,2,1.1497175261605715e-13
20,0.5,2,1.0109080100704737e-13
35,0.5,2,7.665700879901013e-14
30,0.5,2,8.224968128628712e-14
40,0.5,2,7.158917560763485e-14
50,0.5,2,6.550437904703401e-14
60,0.5,2,5.866122351818238e-14
70,0.5,2,5.336978239673614e-14
80,0.5,2,4.987983070427531e-14
90,0.5,2,4.8114481556154155e-14
100,0.5,2,4.5210864283114454e-14
213,0.5,2,3.1122894293652684e-14
